title,city,country,apartment_type,district,guests,bedrooms,beds,baths,amenities,price,rating,reviews,is_superhost,listing_url,image_url
Cómoda y luminosa. Muy cerca Campo del Barça WIFI,Barcelona,Spain,Private room,Sants-Montjuïc,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer']",24,4.94,114,TRUE,https://www.airbnb.com/rooms/27127886?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/fc19a684-ff6a-4691-a9de-84d29e15bfa0.jpg?im_w=720
Nice room w. bath in attic - Rambla,Barcelona,Spain,Private room,Ciutat Vella,2,1,1,1 private bath,"['Wifi', 'Washer', 'Air conditioning']",68,4.95,292,TRUE,https://www.airbnb.com/rooms/1502416?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/42364228/3ced57e8_original.jpg?im_w=720
Stunning room with en-suite bathroom AC (old town),Barcelona,Spain,Private room,Ciutat Vella,2,1,1,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",73,4.85,334,TRUE,https://www.airbnb.com/rooms/18871307?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/485ab27d-2a90-4b09-84fa-c0389e4d2f62.jpg?im_w=720
Stylish apartment Barcelona City Center,Barcelona,Spain,Entire apartment,Ciutat Vella,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",90,3.5,4,FALSE,https://www.airbnb.com/rooms/47581942?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/miso/Hosting-47581942/original/e00907e9-9aee-4d74-8b42-f09aff35a5cb.jpeg?im_w=720
BRIGHT ROOM in POBLE SEC,Barcelona,Spain,Private room,El Poble-sec,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",35,4.68,130,FALSE,https://www.airbnb.com/rooms/910349?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/miso/Hosting-910349/original/fde3d975-7404-4d49-ad09-39ccd9e2137f.jpeg?im_w=720
Barceloneta Beach Superior,Barcelona,Spain,Entire apartment,Ciutat Vella,6,3,4,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",116,4.25,4,FALSE,https://www.airbnb.com/rooms/30517904?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/cf550857-23fc-4a4d-b2d7-9d58d4907b56.jpg?im_w=720
Your room with private bathroom Center near beach,Barcelona,Spain,Private room,Ciutat Vella,2,1,2,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",35,4.4,50,FALSE,https://www.airbnb.com/rooms/44476327?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/497f0267-31c5-46a2-b049-2e0a3dcfa3fc.jpg?im_w=720
Large room in Center,Barcelona,Spain,Private room,Ciutat Vella,4,1,3,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer']",46,4.31,16,TRUE,https://www.airbnb.com/rooms/44792794?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/00310844-21c5-497f-8970-623576425b4e.jpg?im_w=720
Cozy design apartment in the center,Barcelona,Spain,Entire apartment,Ciutat Vella,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",134,4.69,252,TRUE,https://www.airbnb.com/rooms/1987048?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=2fd85a34-f2f3-4f2e-a110-841b2b8dac92,https://a0.muscache.com/im/pictures/30126946/aed05b9e_original.jpg?im_w=720
Bright 2be Valencia C apartment,Barcelona,Spain,Entire apartment,Dreta de l'Eixample,4,2,3,1 bath,"['Wifi', 'Kitchen', 'Air conditioning']",132,4.4,5,FALSE,https://www.airbnb.com/rooms/45558244?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/a9e15db1-18e2-460a-93ae-462a61c33f08.jpg?im_w=720
Economy Double Room with private bathroom,Barcelona,Spain,Hotel room,L'Antiga Esquerra de l'Eixample,2,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",51,4.59,92,FALSE,https://www.airbnb.com/rooms/35297382?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/f848d967-5110-4a70-9d55-ff27df21840a.jpg?im_w=720
Spacious Modern Central En-suite (with AC),Barcelona,Spain,Private room,Ciutat Vella,3,1,1,1 private bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",54,4.89,97,TRUE,https://www.airbnb.com/rooms/32959253?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/ca13464b-0f17-481b-aec7-0fb205be6236.jpg?im_w=720
Amazing suite with terrace and jacuzzi private,Barcelona,Spain,Private room,Ciutat Vella,4,2,2,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",135,4.43,7,FALSE,https://www.airbnb.com/rooms/43825749?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/8c37cf9d-9af0-4c61-9d67-1d0f339e3a0f.jpg?im_w=720
Fully equipped studio with kitchenette & bathroom,Barcelona,Spain,Entire apartment,Ciutat Vella,2,1,1,1 bath,"['Hosted by a business', 'Wifi', 'Kitchen', 'Air conditioning']",130,4.64,109,FALSE,https://www.airbnb.com/rooms/23284398?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/1e8d3046-2d84-44fd-bcd6-cc68fdb03284.jpg?im_w=720
LOFT ECONOMICO ZONA CAMP NOU. WIFI- TV,Barcelona,Spain,Entire loft,Sants-Montjuïc,2,1,1,1 bath,"['Wifi', 'Air conditioning']",41,4.4,93,FALSE,https://www.airbnb.com/rooms/30254261?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/38d86312-4bf1-4f45-8578-cfcbf58141b1.jpg?im_w=720
bright comfortable room,Barcelona,Spain,Private room,L'Hospitalet de Llobregat,4,1,4,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",41,4.69,289,TRUE,https://www.airbnb.com/rooms/15504491?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/9f49d730-260c-435d-bd47-de1be42b8a4c.jpg?im_w=720
Acogedor estudio delante del mar,Barcelona,Spain,Entire apartment,Ciutat Vella,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Air conditioning']",100,4.36,116,FALSE,https://www.airbnb.com/rooms/7612245?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/96808450/017683e0_original.jpg?im_w=720
Confortable Habitacion Doble en Las Ramblas,Barcelona,Spain,Private room,Ciutat Vella,2,1,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Air conditioning']",65,4.83,148,FALSE,https://www.airbnb.com/rooms/22629847?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/d06d86e7-aa75-401a-87aa-3dafde999c2f.jpg?im_w=720
Timeless style in this double with balcony,Barcelona,Spain,Hotel room,Ciutat Vella,2,1,2,1 bath,"['Wifi', 'Air conditioning']",68,4.45,329,FALSE,https://www.airbnb.com/rooms/24343358?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/e0a016e2-546b-4474-b1c9-57d9353cf447.jpg?im_w=720
Fantastic FiraBarcelona Apartment MWC 2021 & Pool,Barcelona,Spain,Entire condominium,L'Hospitalet de Llobregat,6,2,3,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",168,,,FALSE,https://www.airbnb.com/rooms/49287879?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/d6df5d0a-1918-4baa-8ff5-69100fcce229.jpg?im_w=720
Luxury loft in the warmest Gracia area for 6 pers.,Barcelona,Spain,Entire loft,Vila de Gràcia,6,3,5,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",107,4.77,308,TRUE,https://www.airbnb.com/rooms/5049684?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/887962bb-c23c-4954-8c89-035478a1d441.jpg?im_w=720
Habitación privada en el Born,Barcelona,Spain,Private room,Ciutat Vella,2,1,1,1 shared bath,"['Wifi', 'Kitchen']",44,4.26,55,FALSE,https://www.airbnb.com/rooms/18118797?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/8e726db9-db91-4b3f-b45c-f10ec312dd2b.jpg?im_w=720
Room for 2 people near the Sagrada Familia,Barcelona,Spain,Private room,La Sagrada Família,2,1,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer']",35,5,4,TRUE,https://www.airbnb.com/rooms/48229111?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/c4177c43-8d60-4e8c-a2aa-c6eef19d782d.jpg?im_w=720
"Acogedor Apto Confortable ,Bien Ubicado y Parking",Barcelona,Spain,Entire apartment,La Nova Esquerra de l'Eixample,4,2,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",141,4.87,814,TRUE,https://www.airbnb.com/rooms/988917?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/8a03a725-c03f-4327-96b0-e18dfb507dcc.jpg?im_w=720
CUTE and COSY Rooom,Barcelona,Spain,Private room,L'Hospitalet de Llobregat,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",27,4.75,139,TRUE,https://www.airbnb.com/rooms/23156063?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/a9a5dacb-2eb3-42b0-a98d-36873c0a9e49.jpg?im_w=720
Beautiful Yate Kiwi Boat rent per day,Barcelona,Spain,Boat,Sant Martí,6,3,5,2.5 baths,"['Wifi', 'Kitchen', 'Air conditioning']",145,4.88,32,TRUE,https://www.airbnb.com/rooms/38835885?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/6ed78b13-5595-4ebd-8b53-33dedd7c7031.jpg?im_w=720
Sagrada Familia VIEW Apartment with A/C and Wifi,Barcelona,Spain,Entire apartment,La Sagrada Família,4,2,4,1 bath,"['Hosted by a business', 'Wifi', 'Kitchen', 'Air conditioning']",100,4.37,59,FALSE,https://www.airbnb.com/rooms/23463004?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/db0572b7-d68e-4b92-bebb-57b899b5fdd6.jpg?im_w=720
Classical loft close to pedrera!,Barcelona,Spain,Entire loft,Dreta de l'Eixample,4,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",103,4.34,173,FALSE,https://www.airbnb.com/rooms/40983?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/557237/1f185ffd_original.jpg?im_w=720
Lovely apartment near the center,Barcelona,Spain,Entire apartment,Sants-Montjuïc,2,1,1,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Air conditioning']",65,4.53,281,TRUE,https://www.airbnb.com/rooms/4400390?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=76ed7818-2c92-4af6-9c1d-d16bbbbe16b0,https://a0.muscache.com/im/pictures/66ec9aa7-187c-4302-9020-37e857f39677.jpg?im_w=720
Single Bed in 4-Bed Dorm,London,United Kingdom,Hotel room,LB of Lambeth,4,1,1,1 bath,['Wifi'],29,,,FALSE,https://www.airbnb.com/rooms/41813954?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/13be0220-3021-4958-afda-940804b437bf.jpg?im_w=720
Single Bed in 8-Bed Dorm,London,United Kingdom,Hotel room,LB of Lambeth,8,1,1,1 bath,['Wifi'],16,,,FALSE,https://www.airbnb.com/rooms/41814256?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/5298f762-9098-40f9-962d-d493c2f10224.jpg?im_w=720
MODERN Double room NOX HOTELS Paddington,London,United Kingdom,Room,boutique hotel,2,1,1,1 private bath,"['Wifi', 'Heating']",51,4.55,47,FALSE,https://www.airbnb.com/rooms/46915499?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/227f0b7f-30b5-4e0c-83ce-118bdc188dcf.jpg?im_w=720
CAVENDISH Apartment+2,London,United Kingdom,Entire apartment,Fitzrovia,3,1,2,1 bath,"['Wifi', 'Kitchen', 'Heating']",87,4.73,44,FALSE,https://www.airbnb.com/rooms/40675787?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/eec2e17d-5fbb-4f1f-b78c-6e61d2dbf142.jpg?im_w=720
Single Bed in 6-Bed Dorm,London,United Kingdom,Hotel room,LB of Lambeth,6,1,1,1 bath,['Wifi'],28,,,FALSE,https://www.airbnb.com/rooms/41813839?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/162eb898-fba4-4e4e-81df-493f198e8ac7.jpg?im_w=720
Private Twin Room,London,United Kingdom,Hotel room,LB of Lambeth,2,1,2,1 bath,['Wifi'],40,,,FALSE,https://www.airbnb.com/rooms/41814164?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/ad656c9c-94ca-401b-993c-2779e4c4d421.jpg?im_w=720
Plaza Apartment,London,United Kingdom,Entire condominium,Greenwich,6,2,4,2 baths,"['Wifi', 'Kitchen', 'Heating']",54,4,9,FALSE,https://www.airbnb.com/rooms/35222091?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/7a8452ce-68cc-42cc-8f5e-474869865287.jpg?im_w=720
Large Room In King's cross Regent's Canal Zone 1,London,United Kingdom,Private room,LB of Islington,2,1,1,2.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",41,4.59,93,FALSE,https://www.airbnb.com/rooms/39531187?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/b50f3473-05d7-436b-a78a-ca38da104967.jpg?im_w=720
"NOX HOTELS | Kensington, Single Studio.",London,United Kingdom,Room,aparthotel,1,1,1,1 private bath,"['Wifi', 'Kitchen', 'Heating']",43,4.63,30,FALSE,https://www.airbnb.com/rooms/43323581?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/19eb82a5-5a77-49de-ae67-f18e88199159.jpg?im_w=720
Furnished studio flat near Holborn,London,United Kingdom,Entire apartment,LB of Camden,4,Studio,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",82,4.44,9,FALSE,https://www.airbnb.com/rooms/45785015?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/acbb2953-0297-4beb-a633-83d4b43e8c7d.jpg?im_w=720
"Quiet room with workspace, bathroom, parking & gym",London,United Kingdom,Private room,LB of Haringey,2,1,1,1 private bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",51,5,5,FALSE,https://www.airbnb.com/rooms/14607207?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/miso/Hosting-14607207/original/cea1a530-9d11-42d1-8432-099ad1f75460.jpeg?im_w=720
Sonder | Private Room Near Whole Foods Market | Kensington Prince of Wales,London,United Kingdom,Room,boutique hotel,2,1,1,1 bath,"['Wifi', 'Heating']",77,4.75,4,FALSE,https://www.airbnb.com/rooms/46006985?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/427f406c-0dc4-4f74-9f4d-611f89e55ff9.jpg?im_w=720
Sonder | Weekly Discounts | Bright Room in Camden,London,United Kingdom,Room,boutique hotel,2,1,1,1 bath,"['Wifi', 'Heating']",57,4.8,5,FALSE,https://www.airbnb.com/rooms/45287677?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/b10369c9-4233-4dd1-84f3-1392def14503.jpg?im_w=720
New Modern Apartment in Trendy Kentish Town - 1,London,United Kingdom,Entire apartment,LB of Camden,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",109,,,FALSE,https://www.airbnb.com/rooms/49344596?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/35c7774b-d63e-46ab-86b0-fd12036c21e7.jpg?im_w=720
"Double Room, NOX HOTELS | Olympia",London,United Kingdom,Hotel room,Holland Park,2,1,1,1 private bath,"['Wifi', 'Heating']",45,4.63,40,TRUE,https://www.airbnb.com/rooms/45509301?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/50e7c43a-cf54-4869-9e3a-11490212e34c.jpg?im_w=720
Locke at Broken Wharf City Studio,London,United Kingdom,Entire apartment,City of London,2,1,1,1.5 baths,"['Wifi', 'Kitchen', 'Heating']",116,4.72,152,TRUE,https://www.airbnb.com/rooms/42081840?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/miso/Hosting-42081840/original/7efd2968-6a22-4836-bac4-8ae0dc824002.jpeg?im_w=720
Designer Studio Apartment in Central London,London,United Kingdom,Entire apartment,Whitechapel/Brick Lane,2,Studio,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",108,4.78,698,TRUE,https://www.airbnb.com/rooms/plus/19670926?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=031808c3-98ab-44b2-9e7e-655621115e0c,https://a0.muscache.com/im/pictures/2c34782d-bd8e-48c3-bdf1-335eb9118b22.jpg?im_w=720
